CustomerID,Total_Revenue,Order_Count,Country,Customer_Cancellation_Count
13304,300.42,1,United Kingdom,0.0
13305,2000.86,10,United Kingdom,0.0
13307,15.0,1,United Kingdom,0.0
13308,1385.51,3,United Kingdom,1.0
13309,1456.79,5,United Kingdom,0.0
13310,1132.03,3,United Kingdom,3.0
13311,598.57,2,United Kingdom,0.0
13313,1555.3200000000002,5,United Kingdom,0.0
13314,775.94,3,United Kingdom,1.0
13316,5732.93,4,United Kingdom,1.0
13317,2273.68,6,United Kingdom,3.0
13318,640.76,3,United Kingdom,0.0
13319,10845.550000000001,26,United Kingdom,10.0
13320,1532.2,4,United Kingdom,2.0
13321,567.36,2,United Kingdom,0.0
13322,199.48000000000002,1,United Kingdom,0.0
13323,787.85,5,United Kingdom,0.0
13324,7121.95,10,United Kingdom,2.0
13325,675.3,1,United Kingdom,0.0
13327,3627.77,8,United Kingdom,1.0
13328,1308.48,1,United Kingdom,0.0
13329,789.0,2,United Kingdom,2.0
13330,1140.93,3,United Kingdom,0.0
13332,350.9,1,United Kingdom,0.0
13334,3502.32,3,United Kingdom,0.0
13336,795.12,1,United Kingdom,0.0
13338,487.02,1,United Kingdom,2.0
13339,860.12,1,United Kingdom,0.0
13340,10736.48,7,United Kingdom,0.0
13341,775.85,1,United Kingdom,0.0
13343,353.43,1,United Kingdom,1.0
13344,2511.69,3,United Kingdom,0.0
13345,389.5,1,United Kingdom,1.0
13347,341.35999999999996,1,United Kingdom,0.0
13348,233.76000000000002,1,United Kingdom,0.0
13349,247.32,1,United Kingdom,0.0
13350,979.12,2,United Kingdom,1.0
13351,373.94,1,United Kingdom,0.0
13352,397.97999999999996,1,United Kingdom,1.0
13354,743.53,1,United Kingdom,0.0
13355,674.7,1,United Kingdom,0.0
13356,768.24,1,United Kingdom,0.0
13357,609.4,1,United Kingdom,0.0
13358,439.03,1,United Kingdom,0.0
13359,439.56,1,United Kingdom,1.0
13362,3090.7400000000002,4,United Kingdom,1.0
13363,992.5,2,United Kingdom,0.0
13364,134.96,1,United Kingdom,1.0
13365,2225.37,2,United Kingdom,1.0
13366,56.16,1,United Kingdom,0.0
13368,623.4,2,United Kingdom,0.0
13369,308.28000000000003,1,United Kingdom,1.0
13370,754.87,1,United Kingdom,1.0
13372,378.64,1,United Kingdom,0.0
13373,3312.25,3,United Kingdom,0.0
13375,778.65,1,United Kingdom,1.0
13376,1019.76,3,United Kingdom,0.0
13379,572.56,3,United Kingdom,0.0
13381,3639.31,6,United Kingdom,1.0
13382,222.99,1,United Kingdom,0.0
13384,4151.93,7,United Kingdom,2.0
13385,534.57,1,United Kingdom,0.0
13388,677.1,2,United Kingdom,1.0
13389,797.96,3,United Kingdom,0.0
13390,544.08,1,United Kingdom,0.0
13391,59.8,1,United Kingdom,0.0
13394,2520.02,8,United Kingdom,2.0
13395,307.72,1,United Kingdom,0.0
13396,1360.99,2,United Kingdom,2.0
13397,1544.13,5,United Kingdom,1.0
13398,457.34,1,United Kingdom,0.0
13402,621.23,2,United Kingdom,0.0
13403,75.0,1,United Kingdom,0.0
13404,252.49,2,United Kingdom,0.0
13405,557.45,2,United Kingdom,0.0
13408,28117.04,62,United Kingdom,19.0
13410,1003.06,5,United Kingdom,2.0
13411,213.55,1,United Kingdom,0.0
13414,1390.5,3,United Kingdom,0.0
13416,712.5,2,United Kingdom,0.0
13417,640.83,2,United Kingdom,0.0
13418,6127.43,18,United Kingdom,5.0
13419,221.06,1,United Kingdom,0.0
13420,159.85,2,United Kingdom,2.0
13421,1823.21,2,United Kingdom,1.0
13422,2626.3,1,United Kingdom,1.0
13425,1624.21,3,United Kingdom,0.0
13426,3641.32,10,United Kingdom,2.0
13427,582.6,3,United Kingdom,0.0
13428,201.78,1,United Kingdom,0.0
13429,1006.8,4,United Kingdom,0.0
13430,679.4499999999999,2,United Kingdom,2.0
13431,1269.1,2,United Kingdom,0.0
13434,534.24,2,United Kingdom,0.0
13435,3809.89,7,United Kingdom,2.0
13436,196.89,1,United Kingdom,0.0
13437,3408.06,7,United Kingdom,0.0
13439,283.71,1,United Kingdom,0.0
13441,296.64,1,United Kingdom,0.0
13447,1129.14,3,United Kingdom,1.0
13448,3534.69,6,United Kingdom,4.0
13449,291.88,1,United Kingdom,0.0
13450,2043.72,6,United Kingdom,0.0
13451,2898.2599999999998,5,United Kingdom,1.0
13452,590.0,2,United Kingdom,0.0
13453,356.97999999999996,2,United Kingdom,0.0
13455,1058.34,2,United Kingdom,2.0
13456,1766.72,6,United Kingdom,1.0
13458,9646.57,14,United Kingdom,8.0
13460,183.44,2,United Kingdom,0.0
13461,1445.0,3,United Kingdom,0.0
13462,151.5,1,United Kingdom,1.0
13464,674.68,1,United Kingdom,0.0
13466,307.90000000000003,1,United Kingdom,1.0
13467,1071.91,2,United Kingdom,0.0
13468,5704.97,37,United Kingdom,4.0
13470,165.0,2,United Kingdom,0.0
13471,2501.84,4,United Kingdom,0.0
13473,422.64,2,United Kingdom,1.0
13474,226.84,1,United Kingdom,0.0
13475,1431.78,4,United Kingdom,0.0
13476,1238.47,2,United Kingdom,2.0
13477,1454.58,6,United Kingdom,2.0
13479,300.95,2,United Kingdom,1.0
13481,1804.56,5,United Kingdom,3.0
13482,184.64,1,United Kingdom,0.0
13483,140.34,1,United Kingdom,0.0
13484,313.8,1,United Kingdom,0.0
13485,454.24,1,United Kingdom,0.0
13486,1122.41,3,United Kingdom,0.0
13487,575.4,3,United Kingdom,0.0
13488,8968.31,13,United Kingdom,4.0
13489,449.52,4,United Kingdom,0.0
13491,1215.82,10,United Kingdom,0.0
13492,1269.84,3,Switzerland,0.0
13493,498.63,2,Switzerland,0.0
13494,316.26000000000005,1,United Kingdom,0.0
13495,2044.87,5,United Kingdom,1.0
13496,653.33,2,United Kingdom,1.0
13497,348.05,2,United Kingdom,1.0
13499,1159.1100000000001,5,United Kingdom,2.0
13500,1166.77,3,United Kingdom,1.0
13501,1340.32,1,Switzerland,1.0
13502,292.0,3,United Kingdom,0.0
13503,216.85,1,United Kingdom,0.0
13504,295.93,1,United Kingdom,0.0
13505,3633.63,4,Switzerland,4.0
13506,458.52,2,United Kingdom,1.0
13507,2479.16,4,United Kingdom,0.0
13508,110.97,1,United Kingdom,0.0
13509,964.72,6,United Kingdom,0.0
13510,1791.56,4,United Kingdom,1.0
13512,251.21,1,United Kingdom,0.0
13513,205.1,1,United Kingdom,0.0
13514,152.20000000000002,1,United Kingdom,0.0
13515,891.12,4,United Kingdom,0.0
13516,1389.41,3,United Kingdom,0.0
13517,2128.42,3,United Kingdom,2.0
13518,627.16,1,United Kingdom,0.0
13519,122.75,1,United Kingdom,1.0
13520,2984.35,6,Switzerland,2.0
13521,1070.47,3,United Kingdom,0.0
13522,125.80000000000001,1,United Kingdom,0.0
13523,3964.88,5,United Kingdom,1.0
13524,680.1800000000001,5,United Kingdom,0.0
13525,628.78,2,United Kingdom,0.0
13527,2242.36,7,United Kingdom,1.0
13529,307.76,2,United Kingdom,0.0
13531,483.8,2,United Kingdom,0.0
13532,210.31,1,United Kingdom,0.0
13533,269.09,3,United Kingdom,0.0
13534,5870.08,25,United Kingdom,18.0
13536,3444.39,7,United Kingdom,0.0
13538,1280.85,7,United Kingdom,0.0
13539,631.34,3,United Kingdom,1.0
13544,276.06,2,United Kingdom,0.0
13546,621.09,3,United Kingdom,0.0
13548,678.16,2,United Kingdom,0.0
13549,918.2,7,United Kingdom,1.0
13551,91.80000000000001,1,United Kingdom,0.0
13552,3740.07,12,United Kingdom,4.0
13555,4098.88,4,United Kingdom,0.0
13557,584.0600000000001,2,United Kingdom,0.0
13558,594.52,4,United Kingdom,0.0
13560,171.42000000000002,1,United Kingdom,0.0
13561,141.85999999999999,1,United Kingdom,0.0
13562,1799.33,3,United Kingdom,0.0
13563,777.53,2,United Kingdom,0.0
13564,1174.03,2,United Kingdom,2.0
13565,240.22,2,United Kingdom,0.0
13566,856.84,2,United Kingdom,0.0
13568,187.05,1,United Kingdom,0.0
13569,337.12,2,United Kingdom,0.0
13570,239.49,1,United Kingdom,0.0
13571,2088.94,12,United Kingdom,0.0
13572,1384.25,1,United Kingdom,0.0
13573,290.25,2,United Kingdom,0.0
13575,732.0699999999999,5,United Kingdom,0.0
13576,6717.34,18,United Kingdom,2.0
13577,1687.6000000000001,4,United Kingdom,1.0
13579,467.04,2,United Kingdom,0.0
13581,118.0,1,United Kingdom,0.0
13583,781.03,1,United Kingdom,0.0
13584,142.4,1,United Kingdom,0.0
13587,712.4,1,United Kingdom,2.0
13588,2478.95,9,United Kingdom,4.0
13589,379.65,2,United Kingdom,0.0
13590,1981.92,6,United Kingdom,1.0
13591,1117.13,3,United Kingdom,0.0
13592,247.95999999999998,4,United Kingdom,0.0
13593,2011.88,5,United Kingdom,1.0
13594,396.97,1,United Kingdom,0.0
13596,664.11,2,United Kingdom,0.0
13598,160.04,1,United Kingdom,1.0
13599,5149.92,21,United Kingdom,12.0
13600,219.52,1,United Kingdom,0.0
13601,693.32,2,United Kingdom,0.0
13602,428.89,1,United Kingdom,0.0
13603,164.34,1,United Kingdom,0.0
13606,276.75,3,United Kingdom,0.0
13607,675.51,1,United Kingdom,0.0
13610,1082.33,7,United Kingdom,2.0
13611,1154.4,3,United Kingdom,1.0
13614,1585.46,4,United Kingdom,0.0
13615,417.69,1,United Kingdom,1.0
13617,544.18,3,United Kingdom,0.0
13618,177.34,1,United Kingdom,0.0
13621,213.85,1,United Kingdom,0.0
13623,727.74,5,United Kingdom,2.0
13626,257.23,1,United Kingdom,0.0
13627,1638.47,5,United Kingdom,2.0
13629,7792.36,11,United Kingdom,0.0
13630,2031.78,7,United Kingdom,4.0
13631,3070.42,11,United Kingdom,1.0
13632,2118.93,5,United Kingdom,1.0
13634,1547.36,5,United Kingdom,0.0
13635,1071.03,1,United Kingdom,0.0
13636,949.12,5,United Kingdom,1.0
13637,803.05,3,United Kingdom,0.0
13638,122.64,1,United Kingdom,0.0
13639,1033.34,1,United Kingdom,0.0
13642,312.28,1,United Kingdom,0.0
13643,519.44,3,United Kingdom,0.0
13644,2624.26,4,United Kingdom,1.0
13645,252.1,1,United Kingdom,0.0
13647,1648.1200000000001,4,United Kingdom,1.0
13649,346.6,2,United Kingdom,0.0
13650,1836.3400000000001,6,United Kingdom,1.0
13651,79.2,1,United Kingdom,0.0
13652,1095.08,3,United Kingdom,0.0
13654,2707.33,6,United Kingdom,0.0
13655,932.97,2,United Kingdom,0.0
13656,379.65,2,United Kingdom,0.0
13657,382.14,2,United Kingdom,0.0
13658,2639.17,5,United Kingdom,2.0
13659,1563.0,2,United Kingdom,1.0
13662,881.26,3,United Kingdom,4.0
13663,189.47,1,United Kingdom,0.0
13666,84.65,3,United Kingdom,0.0
13667,299.05,1,United Kingdom,0.0
13668,6309.83,21,United Kingdom,8.0
13669,218.55,2,United Kingdom,0.0
13670,349.7,1,United Kingdom,0.0
13672,186.39000000000001,2,United Kingdom,4.0
13673,387.44,2,United Kingdom,0.0
13675,486.82000000000005,2,United Kingdom,0.0
13678,232.6,1,United Kingdom,0.0
13680,3719.12,4,United Kingdom,1.0
13681,827.83,4,United Kingdom,0.0
13682,59.5,1,United Kingdom,0.0
13684,65.13,1,United Kingdom,1.0
13685,3119.44,7,United Kingdom,0.0
13686,72.0,1,United Kingdom,0.0
13689,910.0,1,United Kingdom,0.0
13690,172.25,1,United Kingdom,0.0
13692,1488.32,3,United Kingdom,2.0
13694,65039.62,50,United Kingdom,10.0
13695,2504.13,15,United Kingdom,0.0
13697,151.29999999999998,1,United Kingdom,0.0
13699,308.58000000000004,1,United Kingdom,0.0
13700,2248.63,10,United Kingdom,0.0
13703,99.5,1,United Kingdom,0.0
13704,2308.06,9,United Kingdom,1.0
13705,711.86,3,United Kingdom,0.0
13706,330.79,1,United Kingdom,0.0
13707,806.41,2,United Kingdom,0.0
13708,283.33,1,United Kingdom,0.0
13709,6307.650000000001,13,United Kingdom,4.0
13710,180.48,1,United Kingdom,0.0
13711,252.06,2,United Kingdom,0.0
13712,228.84,1,United Kingdom,0.0
13715,1077.39,5,United Kingdom,3.0
13716,138.28,1,United Kingdom,0.0
13717,1445.01,6,United Kingdom,1.0
13718,306.55,2,United Kingdom,0.0
13719,1041.68,5,United Kingdom,0.0
13720,799.9,4,United Kingdom,0.0
13721,524.14,1,United Kingdom,0.0
13722,2375.41,3,United Kingdom,1.0
13723,199.85000000000002,1,United Kingdom,0.0
13725,1980.56,8,United Kingdom,3.0
13726,1079.66,2,United Kingdom,0.0
13727,333.48,2,United Kingdom,0.0
13728,1016.14,6,United Kingdom,0.0
13730,752.6,2,United Kingdom,0.0
13731,610.59,2,United Kingdom,0.0
13732,491.86,1,United Kingdom,0.0
13735,2883.54,4,United Kingdom,4.0
13736,729.8,2,United Kingdom,1.0
13737,339.59999999999997,1,United Kingdom,0.0
13739,216.9,1,United Kingdom,0.0
13740,350.75,1,United Kingdom,0.0
13741,668.4300000000001,3,United Kingdom,1.0
13742,3107.87,12,United Kingdom,2.0
13743,1341.6,7,United Kingdom,1.0
13744,1080.52,2,United Kingdom,0.0
13745,300.04,1,United Kingdom,1.0
13747,79.6,1,United Kingdom,0.0
13748,948.25,5,United Kingdom,0.0
13750,1647.26,5,United Kingdom,0.0
13751,296.25,1,United Kingdom,0.0
13752,1175.38,6,United Kingdom,0.0
13753,741.26,1,United Kingdom,0.0
13754,282.6,2,United Kingdom,0.0
13755,2108.06,9,United Kingdom,1.0
13756,5189.52,14,United Kingdom,1.0
13758,3190.55,7,United Kingdom,0.0
13759,659.4100000000001,2,United Kingdom,0.0
13760,286.79,2,United Kingdom,0.0
13761,1070.65,2,United Kingdom,0.0
13762,306.72,1,United Kingdom,1.0
13763,1714.96,1,United Kingdom,2.0
13764,1516.42,3,United Kingdom,0.0
13767,17220.36,37,United Kingdom,15.0
13769,2796.51,10,United Kingdom,6.0
13771,2634.45,4,United Kingdom,1.0
13772,1122.63,3,United Kingdom,0.0
13774,345.0,1,United Kingdom,0.0
13777,25977.16,33,United Kingdom,8.0
13778,178.7,1,United Kingdom,0.0
13780,360.01,2,United Kingdom,0.0
13781,127.84,1,United Kingdom,0.0
13782,908.86,6,United Kingdom,0.0
13784,2462.79,11,United Kingdom,0.0
13786,230.4,1,United Kingdom,0.0
13787,309.04,2,United Kingdom,0.0
13790,348.79999999999995,1,United Kingdom,0.0
13791,1516.0,2,United Kingdom,1.0
13792,195.55,2,United Kingdom,0.0
13798,37153.85,57,United Kingdom,6.0
13799,688.86,2,United Kingdom,0.0
13800,558.32,1,United Kingdom,0.0
13801,324.8,1,United Kingdom,0.0
13802,4599.42,3,United Kingdom,3.0
13803,277.07,1,United Kingdom,0.0
13804,2588.39,7,United Kingdom,0.0
13805,924.5999999999999,2,United Kingdom,0.0
13806,256.38,1,United Kingdom,0.0
13807,112.6,1,United Kingdom,0.0
13808,1747.66,5,United Kingdom,0.0
13809,155.05,1,Cyprus,0.0
13810,827.51,2,Germany,1.0
13811,519.75,2,Germany,1.0
13812,485.0,3,Germany,0.0
13813,1168.8600000000001,4,Germany,1.0
13814,1579.12,2,Germany,1.0
13815,3667.36,4,Germany,1.0
13816,499.67,2,Germany,2.0
13817,328.98,2,Germany,0.0
13819,1140.35,3,United Kingdom,0.0
13821,385.64,2,United Kingdom,0.0
13822,632.0,2,United Kingdom,0.0
13823,957.66,2,United Kingdom,0.0
13824,1698.94,5,United Kingdom,0.0
13826,189.5,1,United Kingdom,1.0
13827,409.8,3,United Kingdom,0.0
13828,209.49,1,United Kingdom,0.0
13831,2198.45,6,United Kingdom,0.0
13832,52.199999999999996,1,United Kingdom,1.0
13833,383.85,1,United Kingdom,0.0
13835,834.57,4,United Kingdom,0.0
13837,266.59000000000003,2,United Kingdom,0.0
13838,674.82,4,United Kingdom,0.0
13841,85.0,1,United Kingdom,0.0
13842,3385.62,9,United Kingdom,0.0
13844,361.62,1,United Kingdom,0.0
13845,312.98,1,United Kingdom,0.0
13846,865.0600000000001,3,United Kingdom,1.0
13848,1255.0,3,United Kingdom,0.0
13849,1537.95,2,United Kingdom,0.0
13850,1595.48,1,United Kingdom,1.0
13851,2651.46,3,United Kingdom,0.0
13853,1090.1399999999999,1,United Kingdom,1.0
13854,8109.5199999999995,25,United Kingdom,4.0
13856,388.5,3,United Kingdom,2.0
13858,216.17000000000002,1,United Kingdom,0.0
13859,201.16,1,United Kingdom,0.0
13860,1245.9,5,United Kingdom,1.0
13862,2209.36,8,United Kingdom,2.0
13863,305.78,1,United Kingdom,1.0
13865,501.56,4,United Kingdom,0.0
13866,145.67,1,United Kingdom,0.0
13867,1005.09,3,United Kingdom,0.0
13868,3192.54,2,United Kingdom,0.0
13869,3083.65,4,United Kingdom,0.0
13870,2770.94,8,United Kingdom,2.0
13871,6403.25,13,United Kingdom,1.0
13873,389.6,3,United Kingdom,1.0
13874,540.45,1,United Kingdom,0.0
13875,1786.79,5,United Kingdom,0.0
13876,122.7,1,United Kingdom,0.0
13877,117.24,1,United Kingdom,0.0
13878,1271.57,1,United Kingdom,0.0
13880,3219.77,13,United Kingdom,0.0
13881,17159.52,20,United Kingdom,2.0
13882,1191.13,5,United Kingdom,1.0
13883,2674.48,5,United Kingdom,4.0
13884,787.6,5,United Kingdom,1.0
13885,506.8,2,United Kingdom,0.0
13886,243.56,1,United Kingdom,0.0
13887,349.55,1,United Kingdom,0.0
13888,595.67,2,United Kingdom,0.0
13889,416.90000000000003,1,United Kingdom,0.0
13890,1883.81,10,United Kingdom,4.0
13892,632.97,4,United Kingdom,0.0
13893,821.1,1,United Kingdom,0.0
13894,564.62,3,United Kingdom,2.0
13895,2593.07,4,United Kingdom,1.0
13897,311.16,1,United Kingdom,0.0
13898,155.93,1,United Kingdom,0.0
13899,388.52,2,United Kingdom,0.0
13900,740.95,3,United Kingdom,0.0
13901,2867.2,5,United Kingdom,0.0
13904,332.64,2,United Kingdom,0.0
13908,2369.55,4,United Kingdom,1.0
13911,2580.91,9,United Kingdom,0.0
13914,626.45,2,United Kingdom,1.0
13917,272.04,2,United Kingdom,0.0
13918,1212.8400000000001,2,United Kingdom,0.0
13919,348.81,2,Denmark,1.0
13922,172.25,1,United Kingdom,0.0
13923,351.13,1,United Kingdom,0.0
13924,1838.8500000000001,6,United Kingdom,5.0
13925,678.25,4,United Kingdom,2.0
13926,223.85000000000002,1,United Kingdom,0.0
13927,348.99,1,United Kingdom,0.0
13928,464.57,4,United Kingdom,0.0
13929,842.65,2,United Kingdom,1.0
13930,337.34,2,United Kingdom,0.0
13931,1237.53,2,United Kingdom,1.0
13932,307.4,1,United Kingdom,0.0
13933,608.79,2,United Kingdom,0.0
13934,922.1,1,United Kingdom,0.0
13936,376.58,1,United Kingdom,1.0
13937,158.85,1,United Kingdom,0.0
13938,71.66,1,United Kingdom,0.0
13939,568.55,3,United Kingdom,1.0
13940,839.14,4,United Kingdom,0.0
13941,5112.96,5,United Kingdom,2.0
13946,561.57,3,United Kingdom,0.0
13947,90.6,1,United Kingdom,0.0
13948,102.0,1,United Kingdom,0.0
13949,2427.32,6,United Kingdom,0.0
13950,745.06,4,United Kingdom,1.0
13951,674.45,3,United Kingdom,0.0
13952,3251.07,2,United Kingdom,1.0
13953,3515.68,7,United Kingdom,0.0
13954,439.92,2,United Kingdom,1.0
13955,322.96,2,United Kingdom,0.0
13956,1019.27,5,United Kingdom,0.0
13959,594.04,3,United Kingdom,0.0
13960,230.22,2,United Kingdom,0.0
13962,169.54999999999998,2,United Kingdom,0.0
13963,664.54,4,United Kingdom,0.0
13967,80.7,1,United Kingdom,0.0
13969,9024.17,18,United Kingdom,2.0
13971,2758.26,8,United Kingdom,3.0
13972,190.25,2,United Kingdom,0.0
13973,264.7,1,United Kingdom,0.0
13974,413.59000000000003,1,United Kingdom,0.0
13975,2461.2400000000002,6,United Kingdom,1.0
13976,357.98,1,United Kingdom,0.0
13978,196.79,2,United Kingdom,0.0
13979,869.87,1,United Kingdom,0.0
13980,200.14,1,United Kingdom,0.0
13982,1871.81,4,United Kingdom,1.0
13983,2603.43,12,United Kingdom,1.0
13984,920.51,5,United Kingdom,1.0
13985,7060.13,15,United Kingdom,1.0
13986,320.46,1,United Kingdom,0.0
13988,4147.96,6,United Kingdom,3.0
13989,1266.08,2,United Kingdom,0.0
13990,311.3,1,United Kingdom,0.0
13991,851.88,6,United Kingdom,1.0
13992,76.8,1,United Kingdom,0.0
13993,3466.36,9,United Kingdom,3.0
13994,2274.14,6,United Kingdom,0.0
13995,1393.69,5,United Kingdom,1.0
13999,3901.81,12,United Kingdom,3.0
14000,635.66,1,United Kingdom,1.0
14001,2043.0800000000002,3,United Kingdom,1.0
14002,529.73,2,United Kingdom,0.0
14004,4582.64,7,United Kingdom,0.0
14005,2874.72,5,United Kingdom,0.0
14006,962.19,3,United Kingdom,0.0
14009,695.61,2,United Kingdom,1.0
14012,328.8,1,United Kingdom,0.0
14013,473.02,3,United Kingdom,0.0
14014,505.18,1,United Kingdom,0.0
14015,917.34,1,United Kingdom,0.0
14016,4341.21,4,EIRE,1.0
14019,1421.61,3,United Kingdom,1.0
14020,642.8,2,United Kingdom,0.0
14021,631.9,3,United Kingdom,0.0
14022,440.0,1,United Kingdom,0.0
14023,584.07,2,United Kingdom,0.0
14024,327.7,2,United Kingdom,0.0
14027,104.82,1,United Kingdom,0.0
14029,467.66,2,United Kingdom,0.0
14030,2358.84,8,United Kingdom,0.0
14031,17286.86,19,United Kingdom,4.0
14032,2975.59,11,United Kingdom,7.0
14034,648.89,3,United Kingdom,1.0
14035,1428.02,5,United Kingdom,0.0
14036,626.65,1,United Kingdom,0.0
14037,147.20000000000002,2,United Kingdom,0.0
14038,1560.38,3,United Kingdom,1.0
14039,152.2,1,United Kingdom,0.0
14040,3560.32,12,United Kingdom,3.0
14041,141.41,1,United Kingdom,0.0
14044,646.42,4,United Kingdom,0.0
14045,1659.75,4,United Kingdom,0.0
14046,151.59,1,United Kingdom,0.0
14047,1308.6100000000001,5,United Kingdom,2.0
14048,409.93,1,United Kingdom,1.0
14049,5578.72,4,United Kingdom,2.0
14050,746.36,2,United Kingdom,0.0
14051,15610.390000000001,23,United Kingdom,3.0
14052,225.36,1,United Kingdom,0.0
14053,260.25,2,United Kingdom,0.0
14054,92.46000000000001,1,United Kingdom,0.0
14055,725.6400000000001,1,United Kingdom,0.0
14056,8152.71,23,United Kingdom,6.0
14057,6211.66,17,United Kingdom,1.0
14059,183.6,1,United Kingdom,0.0
14060,6140.42,19,United Kingdom,1.0
14062,10464.85,12,United Kingdom,0.0
14064,1334.34,5,United Kingdom,2.0
14066,152.55,1,United Kingdom,0.0
14067,374.7,2,United Kingdom,0.0
14068,265.85,1,United Kingdom,0.0
14071,1422.75,8,United Kingdom,1.0
14073,151.04,1,United Kingdom,1.0
14075,942.26,3,United Kingdom,0.0
14076,118.67,1,United Kingdom,0.0
14077,499.42,5,United Kingdom,0.0
14078,1049.37,6,United Kingdom,0.0
14079,375.1,1,United Kingdom,0.0
14080,45.599999999999994,1,United Kingdom,0.0
14081,921.62,2,United Kingdom,2.0
14082,182.25,1,United Kingdom,0.0
14083,1002.9,9,United Kingdom,0.0
14085,4421.29,18,United Kingdom,1.0
14087,191.47,1,United Kingdom,1.0
14088,50491.81,13,United Kingdom,1.0
14089,158.75,1,United Kingdom,0.0
14090,76.32000000000001,1,United Kingdom,0.0
14092,4076.91,14,United Kingdom,3.0
14093,433.86,1,United Kingdom,0.0
14096,53258.43,17,United Kingdom,17.0
14098,147.35,1,United Kingdom,0.0
14099,3104.17,11,United Kingdom,1.0
14100,191.95,1,United Kingdom,0.0
14101,5976.79,6,United Kingdom,0.0
14102,1105.8799999999999,5,United Kingdom,3.0
14104,216.21,2,United Kingdom,0.0
14105,1266.23,1,United Kingdom,1.0
14107,2703.23,7,United Kingdom,1.0
14108,597.91,2,United Kingdom,1.0
14109,144.2,1,United Kingdom,1.0
14110,5683.15,12,United Kingdom,1.0
14111,692.85,4,United Kingdom,1.0
14112,2915.15,7,United Kingdom,5.0
14113,1840.42,4,United Kingdom,4.0
14114,386.53,2,United Kingdom,0.0
14116,1382.74,5,United Kingdom,0.0
14117,90.0,1,United Kingdom,0.0
14121,2780.15,4,United Kingdom,2.0
14124,419.58,1,United Kingdom,0.0
14125,2720.63,3,United Kingdom,0.0
14126,706.1300000000001,3,United Kingdom,1.0
14127,709.71,3,United Kingdom,0.0
14128,637.5,2,United Kingdom,0.0
14129,1123.8600000000001,5,United Kingdom,0.0
14130,480.91,1,United Kingdom,0.0
14132,3586.0299999999997,11,United Kingdom,1.0
14133,605.64,3,United Kingdom,2.0
14135,4690.31,15,United Kingdom,0.0
14138,965.88,2,United Kingdom,0.0
14139,415.82,1,United Kingdom,0.0
14140,935.05,2,United Kingdom,1.0
14141,915.13,4,United Kingdom,2.0
14142,311.81,1,United Kingdom,0.0
14143,115.8,1,United Kingdom,0.0
14145,3742.2,4,United Kingdom,1.0
14146,4191.0,5,United Kingdom,1.0
14147,483.4,2,United Kingdom,1.0
14148,157.2,1,United Kingdom,0.0
14149,446.62,1,United Kingdom,2.0
14150,658.64,2,United Kingdom,0.0
14152,621.29,2,United Kingdom,1.0
14154,1345.62,2,United Kingdom,0.0
14155,118.75,1,United Kingdom,0.0
14156,117210.08,55,EIRE,11.0
14157,424.89000000000004,2,United Kingdom,1.0
14158,507.65999999999997,1,United Kingdom,0.0
14159,4627.98,11,United Kingdom,3.0
14161,1097.6200000000001,3,United Kingdom,0.0
14162,289.36,2,United Kingdom,0.0
14163,2445.91,4,United Kingdom,0.0
14164,1631.77,2,United Kingdom,0.0
14165,120.44,1,United Kingdom,0.0
14167,562.59,4,United Kingdom,0.0
14171,363.79,1,United Kingdom,0.0
14173,450.84,4,United Kingdom,0.0
14174,134.46,1,United Kingdom,0.0
14175,3222.3,3,United Kingdom,4.0
14176,576.9000000000001,4,United Kingdom,1.0
14177,549.46,4,United Kingdom,1.0
14178,1580.26,7,United Kingdom,0.0
14179,701.57,2,United Kingdom,0.0
14180,4748.52,25,United Kingdom,6.0
14184,452.89,1,United Kingdom,0.0
14185,197.65,1,United Kingdom,0.0
14188,2054.36,6,United Kingdom,4.0
14189,4654.08,15,United Kingdom,9.0
14191,4684.76,13,United Kingdom,1.0
14193,853.39,2,United Kingdom,0.0
14194,11349.52,21,United Kingdom,11.0
14195,1012.0,2,United Kingdom,1.0
14196,335.52,1,United Kingdom,0.0
14198,701.4,4,United Kingdom,3.0
14199,185.39999999999998,1,United Kingdom,0.0
14201,747.44,7,United Kingdom,2.0
14204,150.61,1,United Kingdom,0.0
14205,466.7,2,United Kingdom,2.0
14206,328.15999999999997,1,United Kingdom,1.0
14208,151.74,1,United Kingdom,0.0
14209,2073.43,6,United Kingdom,1.0
14210,1905.8400000000001,6,United Kingdom,1.0
14211,2241.1,9,United Kingdom,4.0
14212,1070.48,1,United Kingdom,0.0
14214,1004.38,5,United Kingdom,2.0
14215,1789.72,6,United Kingdom,1.0
14216,1839.3,4,United Kingdom,0.0
14217,2004.98,17,United Kingdom,7.0
14218,169.48000000000002,1,United Kingdom,0.0
14219,89.94,1,United Kingdom,0.0
14220,632.4,2,United Kingdom,0.0
14221,3432.8,9,United Kingdom,1.0
14222,683.17,1,United Kingdom,0.0
14223,991.13,3,United Kingdom,1.0
14224,1009.73,4,United Kingdom,0.0
14226,2214.79,5,United Kingdom,2.0
14227,3350.96,10,United Kingdom,5.0
14229,1547.2,3,United Kingdom,2.0
14231,925.71,3,United Kingdom,2.0
14232,2048.07,5,United Kingdom,3.0
14233,1462.72,4,United Kingdom,1.0
14234,754.12,4,United Kingdom,0.0
14235,3144.86,5,United Kingdom,1.0
14236,490.86,2,United Kingdom,0.0
